# Time	forces(pressure, viscous) moment(pressure, viscous)
1568	(((-50.135 -0.136797 -8.9346e-19) (1.18461 -0.000991265 -1.58125e-23)) ((0.00173732 -0.636715 -1.59817e-10) (1.25891e-05 0.0150445 -5.16358e-06)))
1569	(((-50.1343 -0.136522 -8.93488e-19) (1.18459 -0.000991 -1.58116e-23)) ((0.00173383 -0.636706 -1.96129e-10) (1.25857e-05 0.0150443 -5.20738e-06)))
1570	(((-50.1336 -0.136434 -8.93511e-19) (1.18458 -0.000990737 -1.58106e-23)) ((0.00173271 -0.636696 -2.30297e-10) (1.25824e-05 0.0150441 -5.25112e-06)))
1571	(((-50.1329 -0.136682 -8.93519e-19) (1.18456 -0.000990483 -1.58097e-23)) ((0.00173586 -0.636688 -2.6796e-10) (1.25791e-05 0.0150439 -5.29482e-06)))
1572	(((-50.1323 -0.13649 -8.93546e-19) (1.18455 -0.000990239 -1.58087e-23)) ((0.00173343 -0.63668 -3.07968e-10) (1.2576e-05 0.0150438 -5.33853e-06)))
1573	(((-50.1317 -0.136201 -8.93576e-19) (1.18453 -0.000989992 -1.58077e-23)) ((0.00172975 -0.636673 -3.50037e-10) (1.25729e-05 0.0150436 -5.38226e-06)))
1574	(((-50.131 -0.135901 -8.93605e-19) (1.18452 -0.000989741 -1.58067e-23)) ((0.00172594 -0.636664 -3.90658e-10) (1.25697e-05 0.0150434 -5.42602e-06)))
1575	(((-50.1304 -0.135616 -8.93632e-19) (1.1845 -0.000989485 -1.58056e-23)) ((0.00172233 -0.636656 -4.28652e-10) (1.25665e-05 0.0150432 -5.4698e-06)))
1576	(((-50.1296 -0.135411 -8.93656e-19) (1.18449 -0.000989225 -1.58045e-23)) ((0.00171972 -0.636646 -4.65678e-10) (1.25632e-05 0.015043 -5.51362e-06)))
1577	(((-50.1288 -0.135307 -8.93677e-19) (1.18448 -0.000988964 -1.58033e-23)) ((0.0017184 -0.636636 -5.03621e-10) (1.25598e-05 0.0150428 -5.55751e-06)))
1578	(((-50.1281 -0.135181 -8.93698e-19) (1.18446 -0.000988703 -1.58022e-23)) ((0.0017168 -0.636626 -5.44867e-10) (1.25565e-05 0.0150427 -5.60147e-06)))
1579	(((-50.1274 -0.135008 -8.9372e-19) (1.18445 -0.000988444 -1.5801e-23)) ((0.0017146 -0.636618 -5.88709e-10) (1.25532e-05 0.0150425 -5.64551e-06)))
1580	(((-50.1269 -0.134781 -8.93744e-19) (1.18443 -0.000988185 -1.57998e-23)) ((0.00171172 -0.636611 -6.31967e-10) (1.25499e-05 0.0150423 -5.68958e-06)))
1581	(((-50.1263 -0.134558 -8.9377e-19) (1.18442 -0.000987926 -1.57987e-23)) ((0.00170888 -0.636604 -6.71597e-10) (1.25467e-05 0.0150421 -5.73363e-06)))
1582	(((-50.1257 -0.134378 -8.93796e-19) (1.18441 -0.000987668 -1.57975e-23)) ((0.0017066 -0.636596 -7.07432e-10) (1.25434e-05 0.015042 -5.77764e-06)))
1583	(((-50.1251 -0.134264 -8.93822e-19) (1.18439 -0.000987412 -1.57963e-23)) ((0.00170515 -0.636588 -7.41892e-10) (1.25401e-05 0.0150418 -5.82159e-06)))
1584	(((-50.1244 -0.134077 -8.93847e-19) (1.18438 -0.000987157 -1.57951e-23)) ((0.00170278 -0.63658 -7.78093e-10) (1.25369e-05 0.0150416 -5.86554e-06)))
1585	(((-50.1238 -0.133931 -8.93871e-19) (1.18437 -0.000986901 -1.57939e-23)) ((0.00170092 -0.636572 -8.17233e-10) (1.25336e-05 0.0150414 -5.9095e-06)))
1586	(((-50.1231 -0.133759 -8.93895e-19) (1.18435 -0.000986644 -1.57926e-23)) ((0.00169873 -0.636563 -8.59595e-10) (1.25304e-05 0.0150413 -5.95353e-06)))
1587	(((-50.1225 -0.133527 -8.93918e-19) (1.18434 -0.000986385 -1.57913e-23)) ((0.00169579 -0.636556 -9.03259e-10) (1.25271e-05 0.0150411 -5.99763e-06)))
1588	(((-50.1219 -0.133339 -8.93941e-19) (1.18433 -0.000986124 -1.579e-23)) ((0.00169341 -0.636548 -9.44648e-10) (1.25238e-05 0.0150409 -6.04179e-06)))
1589	(((-50.1213 -0.133148 -8.93965e-19) (1.18431 -0.000985863 -1.57888e-23)) ((0.00169098 -0.636541 -9.83309e-10) (1.25205e-05 0.0150408 -6.08599e-06)))
1590	(((-50.1207 -0.132962 -8.9399e-19) (1.1843 -0.000985601 -1.57875e-23)) ((0.00168862 -0.636533 -1.02031e-09) (1.25171e-05 0.0150406 -6.13022e-06)))
1591	(((-50.1202 -0.132748 -8.94015e-19) (1.18429 -0.000985339 -1.57862e-23)) ((0.0016859 -0.636526 -1.05772e-09) (1.25138e-05 0.0150404 -6.17444e-06)))
1592	(((-50.1196 -0.132599 -8.9404e-19) (1.18427 -0.000985078 -1.5785e-23)) ((0.00168401 -0.636519 -1.09651e-09) (1.25105e-05 0.0150403 -6.21865e-06)))
1593	(((-50.119 -0.132511 -8.94065e-19) (1.18426 -0.00098482 -1.57837e-23)) ((0.0016829 -0.636511 -1.13619e-09) (1.25072e-05 0.0150401 -6.26284e-06)))
1594	(((-50.1184 -0.13233 -8.94089e-19) (1.18425 -0.000984563 -1.57824e-23)) ((0.00168059 -0.636504 -1.17652e-09) (1.2504e-05 0.01504 -6.30702e-06)))
1595	(((-50.1179 -0.132118 -8.94112e-19) (1.18424 -0.000984305 -1.57811e-23)) ((0.0016779 -0.636497 -1.21605e-09) (1.25007e-05 0.0150398 -6.35121e-06)))
1596	(((-50.1173 -0.131908 -8.94136e-19) (1.18422 -0.000984052 -1.57799e-23)) ((0.00167523 -0.63649 -1.25498e-09) (1.24975e-05 0.0150396 -6.39592e-06)))
1597	(((-50.1168 -0.131741 -8.9416e-19) (1.18421 -0.000983795 -1.57786e-23)) ((0.00167311 -0.636483 -1.29349e-09) (1.24942e-05 0.0150395 -6.44028e-06)))
1598	(((-50.1163 -0.131533 -8.94184e-19) (1.1842 -0.000983539 -1.57773e-23)) ((0.00167046 -0.636477 -1.33249e-09) (1.2491e-05 0.0150393 -6.48495e-06)))
1599	(((-50.1158 -0.13139 -8.94208e-19) (1.18419 -0.00098328 -1.5776e-23)) ((0.00166866 -0.63647 -1.37146e-09) (1.24877e-05 0.0150392 -6.52925e-06)))
1600	(((-50.1152 -0.131236 -8.94233e-19) (1.18417 -0.000983017 -1.57748e-23)) ((0.0016667 -0.636463 -1.41058e-09) (1.24843e-05 0.015039 -6.57336e-06)))
1601	(((-50.1147 -0.131024 -8.94257e-19) (1.18416 -0.00098276 -1.57735e-23)) ((0.001664 -0.636457 -1.45041e-09) (1.2481e-05 0.0150388 -6.61801e-06)))
1602	(((-50.1142 -0.130862 -8.94281e-19) (1.18415 -0.000982507 -1.57723e-23)) ((0.00166195 -0.63645 -1.48913e-09) (1.24778e-05 0.0150387 -6.66285e-06)))
1603	(((-50.1137 -0.130668 -8.94306e-19) (1.18414 -0.000982255 -1.5771e-23)) ((0.00165948 -0.636445 -1.52846e-09) (1.24746e-05 0.0150385 -6.7076e-06)))
1604	(((-50.1133 -0.130481 -8.9433e-19) (1.18413 -0.000982002 -1.57698e-23)) ((0.00165711 -0.636439 -1.56824e-09) (1.24714e-05 0.0150384 -6.75225e-06)))
1605	(((-50.1128 -0.130327 -8.94353e-19) (1.18411 -0.000981748 -1.57686e-23)) ((0.00165515 -0.636433 -1.60739e-09) (1.24682e-05 0.0150382 -6.79684e-06)))
1606	(((-50.1123 -0.130155 -8.94377e-19) (1.1841 -0.000981493 -1.57674e-23)) ((0.00165296 -0.636427 -1.64551e-09) (1.2465e-05 0.0150381 -6.84137e-06)))
1607	(((-50.1119 -0.129927 -8.94401e-19) (1.18409 -0.000981237 -1.57662e-23)) ((0.00165007 -0.636421 -1.68317e-09) (1.24617e-05 0.0150379 -6.88587e-06)))
1608	(((-50.1115 -0.129767 -8.94425e-19) (1.18408 -0.000980978 -1.5765e-23)) ((0.00164804 -0.636416 -1.72103e-09) (1.24584e-05 0.0150378 -6.93036e-06)))
1609	(((-50.1111 -0.129516 -8.9445e-19) (1.18407 -0.000980718 -1.57638e-23)) ((0.00164485 -0.636411 -1.76116e-09) (1.24551e-05 0.0150376 -6.97493e-06)))
1610	(((-50.1106 -0.129468 -8.94475e-19) (1.18406 -0.000980456 -1.57625e-23)) ((0.00164424 -0.636405 -1.79803e-09) (1.24518e-05 0.0150375 -7.01978e-06)))
1611	(((-50.11 -0.12937 -8.94507e-19) (1.18404 -0.000980199 -1.57614e-23)) ((0.00164301 -0.636397 -1.83704e-09) (1.24485e-05 0.0150374 -7.06379e-06)))
1612	(((-50.1097 -0.12921 -8.94534e-19) (1.18403 -0.000979947 -1.57605e-23)) ((0.00164096 -0.636394 -1.88404e-09) (1.24453e-05 0.0150372 -7.10782e-06)))
1613	(((-50.1094 -0.129232 -8.94543e-19) (1.18402 -0.000979695 -1.57595e-23)) ((0.00164125 -0.63639 -1.91468e-09) (1.24421e-05 0.0150371 -7.15161e-06)))
1614	(((-50.1092 -0.128821 -8.9457e-19) (1.18401 -0.000979446 -1.57583e-23)) ((0.00163603 -0.636386 -1.9661e-09) (1.2439e-05 0.0150369 -7.19557e-06)))
1615	(((-50.1087 -0.128419 -8.94592e-19) (1.184 -0.000979182 -1.5757e-23)) ((0.00163092 -0.636381 -1.9991e-09) (1.24356e-05 0.0150368 -7.24018e-06)))
1616	(((-50.1082 -0.128084 -8.94624e-19) (1.18399 -0.000978907 -1.57558e-23)) ((0.00162667 -0.636374 -2.03217e-09) (1.24321e-05 0.0150366 -7.28452e-06)))
1617	(((-50.1078 -0.127793 -8.94657e-19) (1.18398 -0.000978629 -1.57549e-23)) ((0.00162298 -0.636368 -2.07226e-09) (1.24286e-05 0.0150365 -7.32957e-06)))
1618	(((-50.1074 -0.127751 -8.94668e-19) (1.18397 -0.000978349 -1.57538e-23)) ((0.00162244 -0.636363 -2.10483e-09) (1.2425e-05 0.0150364 -7.37457e-06)))
1619	(((-50.107 -0.127836 -8.9469e-19) (1.18396 -0.000978082 -1.57527e-23)) ((0.00162352 -0.636359 -2.15439e-09) (1.24216e-05 0.0150362 -7.41872e-06)))
1620	(((-50.1068 -0.127575 -8.94713e-19) (1.18394 -0.000977826 -1.57516e-23)) ((0.0016202 -0.636356 -2.19724e-09) (1.24184e-05 0.0150361 -7.46277e-06)))
1621	(((-50.1065 -0.127294 -8.94746e-19) (1.18393 -0.000977573 -1.57507e-23)) ((0.00161663 -0.636352 -2.23907e-09) (1.24152e-05 0.015036 -7.50673e-06)))
1622	(((-50.1063 -0.127217 -8.94763e-19) (1.18392 -0.000977321 -1.57497e-23)) ((0.00161566 -0.636351 -2.26937e-09) (1.2412e-05 0.0150358 -7.55086e-06)))
1623	(((-50.106 -0.127116 -8.94788e-19) (1.18391 -0.000977068 -1.57487e-23)) ((0.00161437 -0.636346 -2.30232e-09) (1.24088e-05 0.0150357 -7.59509e-06)))
1624	(((-50.1058 -0.126938 -8.94809e-19) (1.1839 -0.000976809 -1.57477e-23)) ((0.00161212 -0.636343 -2.32715e-09) (1.24055e-05 0.0150356 -7.63938e-06)))
1625	(((-50.1052 -0.126681 -8.94838e-19) (1.18389 -0.000976543 -1.57467e-23)) ((0.00160885 -0.636336 -2.36715e-09) (1.24021e-05 0.0150354 -7.68363e-06)))
1626	(((-50.1051 -0.126369 -8.94864e-19) (1.18388 -0.000976274 -1.57457e-23)) ((0.00160489 -0.636335 -2.409e-09) (1.23987e-05 0.0150353 -7.72812e-06)))
1627	(((-50.1043 -0.126111 -8.94886e-19) (1.18387 -0.000976004 -1.57446e-23)) ((0.00160161 -0.636325 -2.46602e-09) (1.23953e-05 0.0150352 -7.77248e-06)))
1628	(((-50.1046 -0.126102 -8.94903e-19) (1.18386 -0.000975739 -1.57436e-23)) ((0.00160149 -0.636328 -2.50855e-09) (1.23919e-05 0.015035 -7.81723e-06)))
1629	(((-50.1042 -0.125819 -8.94929e-19) (1.18385 -0.000975479 -1.57426e-23)) ((0.00159791 -0.636323 -2.546e-09) (1.23886e-05 0.0150349 -7.8613e-06)))
1630	(((-50.1036 -0.12548 -8.94952e-19) (1.18384 -0.000975217 -1.57417e-23)) ((0.0015936 -0.636316 -2.58181e-09) (1.23853e-05 0.0150348 -7.90584e-06)))
1631	(((-50.1032 -0.125323 -8.94985e-19) (1.18383 -0.000974951 -1.57408e-23)) ((0.0015916 -0.636311 -2.60599e-09) (1.23819e-05 0.0150347 -7.95068e-06)))
1632	(((-50.1043 -0.125102 -8.95001e-19) (1.18382 -0.000974688 -1.57399e-23)) ((0.0015888 -0.636325 -2.63326e-09) (1.23785e-05 0.0150345 -7.9946e-06)))
1633	(((-50.104 -0.125272 -8.9502e-19) (1.18381 -0.000974427 -1.57388e-23)) ((0.00159095 -0.636321 -2.67368e-09) (1.23752e-05 0.0150344 -8.03857e-06)))
1634	(((-50.1032 -0.125217 -8.95044e-19) (1.1838 -0.000974174 -1.57378e-23)) ((0.00159026 -0.636311 -2.72035e-09) (1.2372e-05 0.0150343 -8.08255e-06)))
1635	(((-50.1025 -0.124904 -8.95069e-19) (1.18379 -0.000973919 -1.57369e-23)) ((0.00158627 -0.636301 -2.7652e-09) (1.23688e-05 0.0150342 -8.12706e-06)))
1636	(((-50.1021 -0.124529 -8.95097e-19) (1.18378 -0.000973655 -1.57359e-23)) ((0.00158151 -0.636297 -2.80366e-09) (1.23654e-05 0.015034 -8.17174e-06)))
1637	(((-50.1015 -0.123942 -8.95128e-19) (1.18377 -0.000973379 -1.57348e-23)) ((0.00157406 -0.63629 -2.84232e-09) (1.23619e-05 0.0150339 -8.2168e-06)))
1638	(((-50.1019 -0.123556 -8.95152e-19) (1.18376 -0.000973092 -1.57338e-23)) ((0.00156916 -0.636294 -2.86388e-09) (1.23583e-05 0.0150338 -8.26198e-06)))
1639	(((-50.1021 -0.123582 -8.95165e-19) (1.18376 -0.000972814 -1.57329e-23)) ((0.00156949 -0.636297 -2.89292e-09) (1.23547e-05 0.0150337 -8.30587e-06)))
1640	(((-50.1035 -0.123651 -8.95169e-19) (1.18375 -0.000972551 -1.5732e-23)) ((0.00157036 -0.636315 -2.92456e-09) (1.23514e-05 0.0150336 -8.3496e-06)))
1641	(((-50.1025 -0.12382 -8.95201e-19) (1.18374 -0.0009723 -1.57308e-23)) ((0.00157251 -0.636302 -2.97792e-09) (1.23482e-05 0.0150335 -8.39314e-06)))
1642	(((-50.1014 -0.123867 -8.95232e-19) (1.18373 -0.000972059 -1.57297e-23)) ((0.00157311 -0.636287 -3.02954e-09) (1.23452e-05 0.0150333 -8.43724e-06)))
1643	(((-50.1007 -0.12351 -8.95263e-19) (1.18372 -0.000971815 -1.57287e-23)) ((0.00156858 -0.636279 -3.06588e-09) (1.23421e-05 0.0150332 -8.48176e-06)))
1644	(((-50.1 -0.12284 -8.95291e-19) (1.18371 -0.000971553 -1.57278e-23)) ((0.00156007 -0.63627 -3.10079e-09) (1.23387e-05 0.0150331 -8.52672e-06)))
1645	(((-50.1008 -0.122268 -8.95312e-19) (1.1837 -0.000971269 -1.57269e-23)) ((0.0015528 -0.636281 -3.11463e-09) (1.23351e-05 0.015033 -8.57198e-06)))
1646	(((-50.1014 -0.12219 -8.95328e-19) (1.18369 -0.000970984 -1.5726e-23)) ((0.00155181 -0.636288 -3.13684e-09) (1.23315e-05 0.0150329 -8.61581e-06)))
1647	(((-50.1029 -0.12231 -8.95339e-19) (1.18368 -0.000970711 -1.5725e-23)) ((0.00155334 -0.636306 -3.16865e-09) (1.2328e-05 0.0150328 -8.65952e-06)))
1648	(((-50.1016 -0.122456 -8.95366e-19) (1.18368 -0.000970452 -1.57236e-23)) ((0.00155519 -0.63629 -3.23011e-09) (1.23247e-05 0.0150327 -8.70316e-06)))
1649	(((-50.1002 -0.12229 -8.95392e-19) (1.18367 -0.000970202 -1.57224e-23)) ((0.00155308 -0.636273 -3.28907e-09) (1.23216e-05 0.0150326 -8.7475e-06)))
1650	(((-50.0996 -0.121666 -8.95421e-19) (1.18366 -0.000969947 -1.57213e-23)) ((0.00154516 -0.636265 -3.33178e-09) (1.23183e-05 0.0150325 -8.79219e-06)))
1651	(((-50.0993 -0.121416 -8.95445e-19) (1.18365 -0.000969681 -1.57205e-23)) ((0.00154198 -0.636261 -3.36556e-09) (1.23149e-05 0.0150324 -8.83709e-06)))
1652	(((-50.1003 -0.121266 -8.95475e-19) (1.18364 -0.000969408 -1.57196e-23)) ((0.00154008 -0.636273 -3.36816e-09) (1.23115e-05 0.0150323 -8.88202e-06)))
1653	(((-50.1024 -0.121086 -8.95481e-19) (1.18363 -0.000969137 -1.57188e-23)) ((0.0015378 -0.6363 -3.37461e-09) (1.2308e-05 0.0150322 -8.92531e-06)))
1654	(((-50.1016 -0.121221 -8.95505e-19) (1.18363 -0.000968872 -1.57176e-23)) ((0.0015395 -0.63629 -3.41215e-09) (1.23047e-05 0.015032 -8.96858e-06)))
1655	(((-50.0992 -0.120981 -8.9553e-19) (1.18362 -0.000968615 -1.57164e-23)) ((0.00153646 -0.63626 -3.47628e-09) (1.23014e-05 0.0150319 -9.01293e-06)))
1656	(((-50.0994 -0.120642 -8.95557e-19) (1.18361 -0.000968353 -1.5715e-23)) ((0.00153215 -0.636263 -3.5361e-09) (1.22981e-05 0.0150318 -9.0584e-06)))
1657	(((-50.1001 -0.120357 -8.95573e-19) (1.1836 -0.000968085 -1.57137e-23)) ((0.00152854 -0.636272 -3.57409e-09) (1.22947e-05 0.0150317 -9.1023e-06)))
1658	(((-50.1003 -0.119986 -8.9561e-19) (1.18359 -0.000967815 -1.57126e-23)) ((0.00152383 -0.636273 -3.59681e-09) (1.22913e-05 0.0150316 -9.14659e-06)))
1659	(((-50.1004 -0.119978 -8.95634e-19) (1.18359 -0.00096754 -1.57118e-23)) ((0.00152371 -0.636275 -3.61166e-09) (1.22878e-05 0.0150315 -9.19054e-06)))
1660	(((-50.1 -0.120018 -8.95646e-19) (1.18358 -0.000967274 -1.5711e-23)) ((0.00152422 -0.63627 -3.6395e-09) (1.22844e-05 0.0150314 -9.23438e-06)))
1661	(((-50.1004 -0.119807 -8.95659e-19) (1.18357 -0.000967017 -1.57098e-23)) ((0.00152155 -0.636275 -3.67994e-09) (1.22811e-05 0.0150314 -9.27853e-06)))
1662	(((-50.0997 -0.119584 -8.9568e-19) (1.18356 -0.00096676 -1.57082e-23)) ((0.00151872 -0.636266 -3.7333e-09) (1.22779e-05 0.0150313 -9.32277e-06)))
1663	(((-50.1004 -0.119289 -8.95706e-19) (1.18356 -0.000966498 -1.57067e-23)) ((0.00151497 -0.636276 -3.77491e-09) (1.22745e-05 0.0150312 -9.36735e-06)))
1664	(((-50.0997 -0.119005 -8.95743e-19) (1.18355 -0.000966228 -1.57054e-23)) ((0.00151136 -0.636266 -3.80698e-09) (1.22711e-05 0.0150311 -9.41165e-06)))
1665	(((-50.1004 -0.118874 -8.95765e-19) (1.18354 -0.000965954 -1.57044e-23)) ((0.00150969 -0.636275 -3.82581e-09) (1.22676e-05 0.015031 -9.45625e-06)))
1666	(((-50.0996 -0.118634 -8.95783e-19) (1.18353 -0.000965683 -1.57034e-23)) ((0.00150665 -0.636265 -3.85487e-09) (1.22642e-05 0.0150309 -9.50027e-06)))
1667	(((-50.1001 -0.11854 -8.95799e-19) (1.18353 -0.000965416 -1.57022e-23)) ((0.00150546 -0.636272 -3.89167e-09) (1.22608e-05 0.0150308 -9.54478e-06)))
1668	(((-50.0998 -0.118196 -8.95826e-19) (1.18352 -0.000965151 -1.57008e-23)) ((0.00150109 -0.636267 -3.93917e-09) (1.22574e-05 0.0150307 -9.5888e-06)))
1669	(((-50.1005 -0.118123 -8.95845e-19) (1.18351 -0.000964885 -1.56994e-23)) ((0.00150017 -0.636276 -3.97956e-09) (1.2254e-05 0.0150306 -9.63288e-06)))
1670	(((-50.0996 -0.118146 -8.9587e-19) (1.18351 -0.000964625 -1.56981e-23)) ((0.00150045 -0.636265 -4.01932e-09) (1.22507e-05 0.0150305 -9.67676e-06)))
1671	(((-50.1008 -0.11795 -8.95889e-19) (1.1835 -0.000964366 -1.56969e-23)) ((0.00149797 -0.636281 -4.04073e-09) (1.22475e-05 0.0150304 -9.72127e-06)))
1672	(((-50.0996 -0.117778 -8.95914e-19) (1.18349 -0.000964105 -1.56956e-23)) ((0.00149578 -0.636265 -4.06938e-09) (1.22441e-05 0.0150303 -9.76533e-06)))
1673	(((-50.1006 -0.11745 -8.95934e-19) (1.18349 -0.000963837 -1.56943e-23)) ((0.00149161 -0.636278 -4.09734e-09) (1.22407e-05 0.0150303 -9.81013e-06)))
1674	(((-50.0999 -0.11715 -8.95958e-19) (1.18348 -0.000963563 -1.56929e-23)) ((0.0014878 -0.636268 -4.13595e-09) (1.22373e-05 0.0150302 -9.85428e-06)))
1675	(((-50.1002 -0.116877 -8.9599e-19) (1.18347 -0.000963286 -1.56916e-23)) ((0.00148434 -0.636272 -4.17351e-09) (1.22337e-05 0.0150301 -9.89898e-06)))
1676	(((-50.0998 -0.116675 -8.96015e-19) (1.18347 -0.000963009 -1.56903e-23)) ((0.00148177 -0.636267 -4.21916e-09) (1.22302e-05 0.01503 -9.94309e-06)))
1677	(((-50.1006 -0.116589 -8.96026e-19) (1.18346 -0.00096274 -1.5689e-23)) ((0.00148067 -0.636277 -4.25663e-09) (1.22268e-05 0.0150299 -9.98725e-06)))
1678	(((-50.1 -0.116566 -8.96045e-19) (1.18345 -0.00096248 -1.56877e-23)) ((0.00148039 -0.63627 -4.29994e-09) (1.22235e-05 0.0150298 -1.00312e-05)))
1679	(((-50.1012 -0.116449 -8.96062e-19) (1.18345 -0.000962222 -1.56864e-23)) ((0.0014789 -0.636285 -4.32532e-09) (1.22202e-05 0.0150298 -1.00756e-05)))
1680	(((-50.1001 -0.116146 -8.9609e-19) (1.18344 -0.000961961 -1.5685e-23)) ((0.00147505 -0.636271 -4.35421e-09) (1.22169e-05 0.0150297 -1.01196e-05)))
1681	(((-50.1011 -0.116049 -8.9612e-19) (1.18343 -0.000961692 -1.56836e-23)) ((0.00147382 -0.636283 -4.37053e-09) (1.22135e-05 0.0150296 -1.01644e-05)))
1682	(((-50.1002 -0.115723 -8.96142e-19) (1.18343 -0.00096142 -1.56822e-23)) ((0.00146968 -0.636272 -4.40146e-09) (1.221e-05 0.0150295 -1.02085e-05)))
1683	(((-50.1008 -0.115505 -8.96162e-19) (1.18342 -0.000961145 -1.56808e-23)) ((0.00146692 -0.63628 -4.43894e-09) (1.22065e-05 0.0150295 -1.02532e-05)))
1684	(((-50.1004 -0.115353 -8.96182e-19) (1.18342 -0.000960871 -1.56795e-23)) ((0.00146498 -0.636275 -4.48947e-09) (1.22031e-05 0.0150294 -1.02974e-05)))
1685	(((-50.101 -0.115154 -8.96207e-19) (1.18341 -0.000960601 -1.56782e-23)) ((0.00146246 -0.636282 -4.537e-09) (1.21996e-05 0.0150293 -1.03419e-05)))
1686	(((-50.1008 -0.114931 -8.96225e-19) (1.1834 -0.000960333 -1.56768e-23)) ((0.00145963 -0.63628 -4.57724e-09) (1.21962e-05 0.0150292 -1.03859e-05)))
1687	(((-50.1014 -0.114783 -8.96245e-19) (1.1834 -0.000960068 -1.56755e-23)) ((0.00145774 -0.636287 -4.60424e-09) (1.21929e-05 0.0150292 -1.04301e-05)))
1688	(((-50.1012 -0.114695 -8.96266e-19) (1.18339 -0.000959804 -1.56742e-23)) ((0.00145663 -0.636285 -4.62325e-09) (1.21895e-05 0.0150291 -1.04741e-05)))
1689	(((-50.1016 -0.114644 -8.96298e-19) (1.18339 -0.00095954 -1.56729e-23)) ((0.00145598 -0.63629 -4.64485e-09) (1.21862e-05 0.015029 -1.05185e-05)))
1690	(((-50.1012 -0.11442 -8.96317e-19) (1.18338 -0.000959276 -1.56716e-23)) ((0.00145314 -0.636285 -4.67496e-09) (1.21828e-05 0.0150289 -1.05626e-05)))
1691	(((-50.1017 -0.114163 -8.96337e-19) (1.18338 -0.000959008 -1.56702e-23)) ((0.00144987 -0.636291 -4.71968e-09) (1.21794e-05 0.0150289 -1.06071e-05)))
1692	(((-50.1015 -0.113933 -8.96355e-19) (1.18337 -0.000958736 -1.56688e-23)) ((0.00144694 -0.636289 -4.76356e-09) (1.21759e-05 0.0150288 -1.06516e-05)))
1693	(((-50.1018 -0.113649 -8.96386e-19) (1.18336 -0.000958461 -1.56675e-23)) ((0.00144335 -0.636292 -4.80895e-09) (1.21725e-05 0.0150287 -1.0696e-05)))
1694	(((-50.1017 -0.113549 -8.96401e-19) (1.18336 -0.000958187 -1.56662e-23)) ((0.00144207 -0.636291 -4.83604e-09) (1.2169e-05 0.0150287 -1.07402e-05)))
1695	(((-50.1021 -0.113226 -8.96429e-19) (1.18335 -0.000957915 -1.5665e-23)) ((0.00143798 -0.636296 -4.86627e-09) (1.21655e-05 0.0150286 -1.07845e-05)))
1696	(((-50.1021 -0.113159 -8.96445e-19) (1.18335 -0.000957645 -1.56637e-23)) ((0.00143712 -0.636296 -4.89367e-09) (1.21621e-05 0.0150285 -1.08287e-05)))
1697	(((-50.1025 -0.112953 -8.96471e-19) (1.18334 -0.000957379 -1.56625e-23)) ((0.00143451 -0.636302 -4.92753e-09) (1.21587e-05 0.0150285 -1.0873e-05)))
1698	(((-50.1025 -0.112858 -8.96488e-19) (1.18334 -0.000957114 -1.56612e-23)) ((0.00143329 -0.636302 -4.96156e-09) (1.21554e-05 0.0150284 -1.09171e-05)))
1699	(((-50.1028 -0.11271 -8.96515e-19) (1.18333 -0.00095685 -1.56599e-23)) ((0.00143141 -0.636306 -4.9979e-09) (1.2152e-05 0.0150283 -1.09614e-05)))
1700	(((-50.1027 -0.112529 -8.96537e-19) (1.18333 -0.000956583 -1.56586e-23)) ((0.00142911 -0.636305 -5.02812e-09) (1.21486e-05 0.0150283 -1.10056e-05)))
1701	(((-50.1032 -0.112283 -8.96556e-19) (1.18332 -0.000956313 -1.56574e-23)) ((0.00142599 -0.63631 -5.0605e-09) (1.21452e-05 0.0150282 -1.10497e-05)))
1702	(((-50.103 -0.111989 -8.96575e-19) (1.18332 -0.00095604 -1.56561e-23)) ((0.00142226 -0.636308 -5.09804e-09) (1.21417e-05 0.0150281 -1.1094e-05)))
1703	(((-50.1035 -0.111851 -8.96601e-19) (1.18331 -0.000955767 -1.56549e-23)) ((0.00142051 -0.636314 -5.13367e-09) (1.21382e-05 0.0150281 -1.11385e-05)))
1704	(((-50.1033 -0.111663 -8.96628e-19) (1.18331 -0.000955495 -1.56536e-23)) ((0.00141812 -0.636311 -5.17129e-09) (1.21348e-05 0.015028 -1.11828e-05)))
1705	(((-50.1041 -0.111295 -8.96643e-19) (1.1833 -0.00095522 -1.56524e-23)) ((0.00141345 -0.636323 -5.19602e-09) (1.21313e-05 0.015028 -1.12271e-05)))
1706	(((-50.1034 -0.111279 -8.96665e-19) (1.1833 -0.000954947 -1.56513e-23)) ((0.00141324 -0.636314 -5.23268e-09) (1.21278e-05 0.0150279 -1.1271e-05)))
1707	(((-50.1047 -0.111351 -8.96681e-19) (1.1833 -0.000954683 -1.56501e-23)) ((0.00141415 -0.63633 -5.26007e-09) (1.21245e-05 0.0150279 -1.13155e-05)))
1708	(((-50.1041 -0.111132 -8.96704e-19) (1.18329 -0.000954422 -1.56489e-23)) ((0.00141137 -0.636323 -5.29749e-09) (1.21212e-05 0.0150278 -1.13594e-05)))
1709	(((-50.1047 -0.110814 -8.96736e-19) (1.18329 -0.000954156 -1.56477e-23)) ((0.00140734 -0.63633 -5.32796e-09) (1.21178e-05 0.0150277 -1.1404e-05)))
