# Time	Cd	Cl	Cm
814	-3.29099e-06	-9.29893e-09	0
815	-3.29048e-06	-9.54052e-09	0
816	-3.28999e-06	-9.77464e-09	0
817	-3.28952e-06	-1.00097e-08	0
818	-3.28907e-06	-1.02406e-08	0
819	-3.28865e-06	-1.0467e-08	0
820	-3.28824e-06	-1.06851e-08	0
821	-3.28786e-06	-1.08996e-08	0
822	-3.2875e-06	-1.11146e-08	0
823	-3.28717e-06	-1.13237e-08	0
824	-3.28686e-06	-1.15309e-08	0
825	-3.28656e-06	-1.17299e-08	0
826	-3.2863e-06	-1.19256e-08	0
827	-3.28606e-06	-1.21231e-08	0
828	-3.28583e-06	-1.23151e-08	0
829	-3.28564e-06	-1.24974e-08	0
830	-3.28547e-06	-1.2679e-08	0
831	-3.28532e-06	-1.28681e-08	0
832	-3.2852e-06	-1.30469e-08	0
833	-3.28509e-06	-1.32252e-08	0
834	-3.28501e-06	-1.33941e-08	0
835	-3.28495e-06	-1.35609e-08	0
836	-3.28492e-06	-1.37311e-08	0
837	-3.28491e-06	-1.39016e-08	0
838	-3.28492e-06	-1.40718e-08	0
839	-3.28495e-06	-1.42309e-08	0
840	-3.285e-06	-1.43913e-08	0
841	-3.28508e-06	-1.45485e-08	0
842	-3.28518e-06	-1.47141e-08	0
843	-3.2853e-06	-1.48756e-08	0
844	-3.28544e-06	-1.50347e-08	0
845	-3.28559e-06	-1.51833e-08	0
846	-3.28576e-06	-1.53332e-08	0
847	-3.28596e-06	-1.54924e-08	0
848	-3.28618e-06	-1.56505e-08	0
849	-3.28641e-06	-1.58014e-08	0
850	-3.28665e-06	-1.59487e-08	0
851	-3.28691e-06	-1.6099e-08	0
852	-3.28719e-06	-1.62494e-08	0
853	-3.28748e-06	-1.64066e-08	0
854	-3.28779e-06	-1.65568e-08	0
855	-3.28811e-06	-1.67011e-08	0
856	-3.28844e-06	-1.68457e-08	0
857	-3.28878e-06	-1.69917e-08	0
858	-3.28914e-06	-1.71544e-08	0
859	-3.2895e-06	-1.73047e-08	0
860	-3.28988e-06	-1.74507e-08	0
861	-3.29026e-06	-1.75927e-08	0
862	-3.29066e-06	-1.77447e-08	0
863	-3.29105e-06	-1.78905e-08	0
864	-3.29146e-06	-1.80441e-08	0
865	-3.29187e-06	-1.81929e-08	0
866	-3.29229e-06	-1.8335e-08	0
867	-3.29271e-06	-1.84833e-08	0
868	-3.29314e-06	-1.86313e-08	0
869	-3.29357e-06	-1.87784e-08	0
870	-3.29401e-06	-1.89234e-08	0
871	-3.29444e-06	-1.90698e-08	0
872	-3.29487e-06	-1.92175e-08	0
873	-3.29531e-06	-1.93623e-08	0
874	-3.29575e-06	-1.95058e-08	0
875	-3.29618e-06	-1.96487e-08	0
876	-3.29662e-06	-1.9792e-08	0
877	-3.29705e-06	-1.994e-08	0
878	-3.29748e-06	-2.00771e-08	0
879	-3.29791e-06	-2.02103e-08	0
880	-3.29833e-06	-2.03423e-08	0
881	-3.29876e-06	-2.04846e-08	0
882	-3.29917e-06	-2.06336e-08	0
883	-3.29958e-06	-2.07705e-08	0
884	-3.29998e-06	-2.08954e-08	0
885	-3.30038e-06	-2.10179e-08	0
886	-3.30078e-06	-2.11534e-08	0
887	-3.30117e-06	-2.12822e-08	0
888	-3.30155e-06	-2.14121e-08	0
889	-3.30193e-06	-2.15292e-08	0
890	-3.30229e-06	-2.16504e-08	0
891	-3.30266e-06	-2.17711e-08	0
892	-3.30301e-06	-2.18889e-08	0
893	-3.30335e-06	-2.19963e-08	0
894	-3.30369e-06	-2.21104e-08	0
895	-3.30402e-06	-2.22211e-08	0
896	-3.30434e-06	-2.23271e-08	0
897	-3.30465e-06	-2.2428e-08	0
898	-3.30496e-06	-2.25246e-08	0
899	-3.30526e-06	-2.26207e-08	0
900	-3.30555e-06	-2.27151e-08	0
901	-3.30583e-06	-2.28055e-08	0
902	-3.3061e-06	-2.28902e-08	0
903	-3.30636e-06	-2.29709e-08	0
904	-3.30662e-06	-2.30554e-08	0
905	-3.30687e-06	-2.31236e-08	0
906	-3.30712e-06	-2.31854e-08	0
907	-3.30735e-06	-2.32611e-08	0
908	-3.30757e-06	-2.33322e-08	0
909	-3.30779e-06	-2.3382e-08	0
910	-3.30802e-06	-2.34259e-08	0
911	-3.30821e-06	-2.34886e-08	0
912	-3.3084e-06	-2.35504e-08	0
913	-3.30859e-06	-2.358e-08	0
914	-3.30878e-06	-2.36086e-08	0
915	-3.30897e-06	-2.36386e-08	0
916	-3.30915e-06	-2.36729e-08	0
917	-3.30932e-06	-2.37039e-08	0
918	-3.30948e-06	-2.37253e-08	0
919	-3.30964e-06	-2.37352e-08	0
920	-3.3098e-06	-2.37392e-08	0
921	-3.30996e-06	-2.37434e-08	0
922	-3.31011e-06	-2.37476e-08	0
923	-3.31026e-06	-2.37497e-08	0
924	-3.3104e-06	-2.37552e-08	0
925	-3.31054e-06	-2.37366e-08	0
926	-3.31068e-06	-2.3709e-08	0
927	-3.31083e-06	-2.3684e-08	0
928	-3.31097e-06	-2.366e-08	0
929	-3.3111e-06	-2.36407e-08	0
930	-3.31124e-06	-2.36222e-08	0
931	-3.31137e-06	-2.35923e-08	0
932	-3.3115e-06	-2.35409e-08	0
933	-3.31163e-06	-2.34775e-08	0
934	-3.31177e-06	-2.34322e-08	0
935	-3.31191e-06	-2.3389e-08	0
936	-3.31205e-06	-2.33473e-08	0
937	-3.31219e-06	-2.32812e-08	0
938	-3.31232e-06	-2.31949e-08	0
939	-3.31246e-06	-2.3136e-08	0
940	-3.3126e-06	-2.30604e-08	0
941	-3.31275e-06	-2.30194e-08	0
942	-3.3129e-06	-2.29549e-08	0
943	-3.31305e-06	-2.28721e-08	0
944	-3.31319e-06	-2.27673e-08	0
945	-3.31334e-06	-2.26641e-08	0
946	-3.31351e-06	-2.25879e-08	0
947	-3.31366e-06	-2.25375e-08	0
948	-3.31381e-06	-2.24696e-08	0
949	-3.31397e-06	-2.2369e-08	0
950	-3.31414e-06	-2.2247e-08	0
951	-3.31431e-06	-2.21306e-08	0
952	-3.31448e-06	-2.20349e-08	0
953	-3.31466e-06	-2.1957e-08	0
954	-3.31484e-06	-2.18933e-08	0
955	-3.31502e-06	-2.17869e-08	0
956	-3.31519e-06	-2.16725e-08	0
957	-3.31537e-06	-2.15485e-08	0
958	-3.31555e-06	-2.14412e-08	0
959	-3.31574e-06	-2.13552e-08	0
960	-3.31594e-06	-2.12845e-08	0
961	-3.31613e-06	-2.11886e-08	0
962	-3.31632e-06	-2.10674e-08	0
963	-3.31651e-06	-2.09452e-08	0
964	-3.3167e-06	-2.08286e-08	0
965	-3.3169e-06	-2.07379e-08	0
966	-3.3171e-06	-2.06618e-08	0
967	-3.31729e-06	-2.05814e-08	0
968	-3.31749e-06	-2.04676e-08	0
969	-3.31769e-06	-2.03442e-08	0
970	-3.31788e-06	-2.02446e-08	0
971	-3.31807e-06	-2.01502e-08	0
972	-3.31827e-06	-2.00619e-08	0
973	-3.31847e-06	-1.9977e-08	0
974	-3.31867e-06	-1.98759e-08	0
975	-3.31886e-06	-1.97794e-08	0
976	-3.31904e-06	-1.96852e-08	0
977	-3.31923e-06	-1.95986e-08	0
978	-3.31942e-06	-1.95033e-08	0
979	-3.31961e-06	-1.94223e-08	0
980	-3.31979e-06	-1.93402e-08	0
981	-3.31996e-06	-1.92554e-08	0
982	-3.32014e-06	-1.91755e-08	0
983	-3.32031e-06	-1.90803e-08	0
984	-3.32048e-06	-1.89949e-08	0
985	-3.32063e-06	-1.89312e-08	0
986	-3.32079e-06	-1.8868e-08	0
987	-3.32096e-06	-1.88e-08	0
988	-3.32112e-06	-1.87226e-08	0
989	-3.32126e-06	-1.86262e-08	0
990	-3.32138e-06	-1.85525e-08	0
991	-3.32151e-06	-1.84868e-08	0
992	-3.32164e-06	-1.84414e-08	0
993	-3.32178e-06	-1.83923e-08	0
994	-3.32192e-06	-1.83352e-08	0
995	-3.32203e-06	-1.82477e-08	0
996	-3.32211e-06	-1.81754e-08	0
997	-3.3222e-06	-1.81189e-08	0
998	-3.3223e-06	-1.80757e-08	0
999	-3.3224e-06	-1.80337e-08	0
1000	-3.32249e-06	-1.79718e-08	0
1001	-3.32257e-06	-1.79237e-08	0
1002	-3.32263e-06	-1.78723e-08	0
1003	-3.32269e-06	-1.78196e-08	0
1004	-3.32275e-06	-1.7755e-08	0
1005	-3.3228e-06	-1.77148e-08	0
1006	-3.32285e-06	-1.76805e-08	0
1007	-3.32289e-06	-1.76439e-08	0
1008	-3.32292e-06	-1.75846e-08	0
1009	-3.32294e-06	-1.75399e-08	0
1010	-3.32296e-06	-1.74977e-08	0
1011	-3.32298e-06	-1.74606e-08	0
1012	-3.32299e-06	-1.741e-08	0
1013	-3.32299e-06	-1.73731e-08	0
1014	-3.32299e-06	-1.73384e-08	0
1015	-3.32298e-06	-1.73056e-08	0
1016	-3.32295e-06	-1.72555e-08	0
1017	-3.32294e-06	-1.72156e-08	0
1018	-3.32292e-06	-1.71771e-08	0
1019	-3.32288e-06	-1.71479e-08	0
1020	-3.32284e-06	-1.70972e-08	0
1021	-3.3228e-06	-1.70643e-08	0
1022	-3.32276e-06	-1.70278e-08	0
1023	-3.32272e-06	-1.69923e-08	0
1024	-3.32267e-06	-1.6954e-08	0
1025	-3.3226e-06	-1.6899e-08	0
1026	-3.32254e-06	-1.6867e-08	0
1027	-3.32248e-06	-1.68349e-08	0
1028	-3.32241e-06	-1.67969e-08	0
1029	-3.32234e-06	-1.676e-08	0
1030	-3.32227e-06	-1.67212e-08	0
1031	-3.32219e-06	-1.66771e-08	0
1032	-3.32211e-06	-1.66306e-08	0
1033	-3.32203e-06	-1.65852e-08	0
1034	-3.32194e-06	-1.65425e-08	0
1035	-3.32186e-06	-1.65065e-08	0
1036	-3.32178e-06	-1.64677e-08	0
1037	-3.32169e-06	-1.64249e-08	0
1038	-3.3216e-06	-1.63782e-08	0
1039	-3.32151e-06	-1.63301e-08	0
1040	-3.32142e-06	-1.62845e-08	0
1041	-3.32133e-06	-1.6239e-08	0
1042	-3.32124e-06	-1.61947e-08	0
1043	-3.32115e-06	-1.61499e-08	0
1044	-3.32106e-06	-1.6103e-08	0
1045	-3.32097e-06	-1.60539e-08	0
1046	-3.32087e-06	-1.60035e-08	0
1047	-3.32079e-06	-1.59575e-08	0
1048	-3.3207e-06	-1.59064e-08	0
1049	-3.32061e-06	-1.58592e-08	0
1050	-3.32054e-06	-1.58226e-08	0
1051	-3.32045e-06	-1.57681e-08	0
1052	-3.32034e-06	-1.56911e-08	0
1053	-3.32023e-06	-1.56295e-08	0
1054	-3.32016e-06	-1.55758e-08	0
1055	-3.32011e-06	-1.55487e-08	0
1056	-3.32005e-06	-1.55187e-08	0
1057	-3.31996e-06	-1.54668e-08	0
1058	-3.31989e-06	-1.54045e-08	0
1059	-3.31978e-06	-1.53402e-08	0
1060	-3.31969e-06	-1.52726e-08	0
1061	-3.31963e-06	-1.52171e-08	0
1062	-3.31957e-06	-1.51824e-08	0
1063	-3.31953e-06	-1.51442e-08	0
1064	-3.31946e-06	-1.50923e-08	0
1065	-3.31937e-06	-1.50242e-08	0
1066	-3.3193e-06	-1.49575e-08	0
1067	-3.31925e-06	-1.49135e-08	0
1068	-3.31919e-06	-1.48922e-08	0
1069	-3.31912e-06	-1.48377e-08	0
1070	-3.31904e-06	-1.47677e-08	0
1071	-3.319e-06	-1.47037e-08	0
1072	-3.31896e-06	-1.46708e-08	0
1073	-3.3189e-06	-1.46276e-08	0
1074	-3.31883e-06	-1.45807e-08	0
1075	-3.31873e-06	-1.45182e-08	0
1076	-3.3187e-06	-1.44696e-08	0
1077	-3.31868e-06	-1.44425e-08	0
1078	-3.31864e-06	-1.4405e-08	0
1079	-3.31857e-06	-1.43529e-08	0
1080	-3.31848e-06	-1.43067e-08	0
1081	-3.31842e-06	-1.42657e-08	0
1082	-3.31838e-06	-1.422e-08	0
1083	-3.31834e-06	-1.41763e-08	0
1084	-3.31828e-06	-1.41349e-08	0
1085	-3.31821e-06	-1.40951e-08	0
1086	-3.31815e-06	-1.40738e-08	0
1087	-3.31809e-06	-1.40305e-08	0
1088	-3.31804e-06	-1.39944e-08	0
1089	-3.31797e-06	-1.39614e-08	0
1090	-3.3179e-06	-1.3936e-08	0
1091	-3.31784e-06	-1.39019e-08	0
1092	-3.31776e-06	-1.38617e-08	0
1093	-3.31769e-06	-1.38261e-08	0
1094	-3.31762e-06	-1.37947e-08	0
1095	-3.31755e-06	-1.37851e-08	0
1096	-3.31747e-06	-1.37659e-08	0
1097	-3.31739e-06	-1.37204e-08	0
1098	-3.3173e-06	-1.36954e-08	0
1099	-3.31722e-06	-1.36863e-08	0
1100	-3.31713e-06	-1.36611e-08	0
1101	-3.31704e-06	-1.36353e-08	0
1102	-3.31695e-06	-1.36153e-08	0
1103	-3.31685e-06	-1.35932e-08	0
1104	-3.31675e-06	-1.35824e-08	0
1105	-3.31663e-06	-1.35648e-08	0
1106	-3.31652e-06	-1.35403e-08	0
1107	-3.31641e-06	-1.35194e-08	0
1108	-3.3163e-06	-1.35028e-08	0
1109	-3.31618e-06	-1.34895e-08	0
1110	-3.31604e-06	-1.3476e-08	0
1111	-3.31592e-06	-1.34643e-08	0
1112	-3.3158e-06	-1.34534e-08	0
1113	-3.31568e-06	-1.34442e-08	0
1114	-3.31552e-06	-1.34246e-08	0
1115	-3.31536e-06	-1.34037e-08	0
1116	-3.31522e-06	-1.33891e-08	0
1117	-3.31509e-06	-1.33796e-08	0
1118	-3.31495e-06	-1.33811e-08	0
1119	-3.31479e-06	-1.33707e-08	0
1120	-3.31462e-06	-1.3358e-08	0
1121	-3.31446e-06	-1.33383e-08	0
1122	-3.31429e-06	-1.33222e-08	0
1123	-3.31413e-06	-1.33198e-08	0
1124	-3.31397e-06	-1.33187e-08	0
1125	-3.31381e-06	-1.33134e-08	0
1126	-3.3136e-06	-1.32883e-08	0
1127	-3.31339e-06	-1.32577e-08	0
1128	-3.31327e-06	-1.32574e-08	0
1129	-3.31312e-06	-1.32691e-08	0
1130	-3.31292e-06	-1.32664e-08	0
1131	-3.31272e-06	-1.32421e-08	0
1132	-3.31251e-06	-1.32138e-08	0
1133	-3.31231e-06	-1.31972e-08	0
1134	-3.31214e-06	-1.31919e-08	0
1135	-3.31198e-06	-1.31952e-08	0
1136	-3.31178e-06	-1.31861e-08	0
1137	-3.31157e-06	-1.31622e-08	0
1138	-3.31134e-06	-1.31342e-08	0
1139	-3.31118e-06	-1.3126e-08	0
1140	-3.31097e-06	-1.31065e-08	0
1141	-3.31078e-06	-1.30947e-08	0
1142	-3.31058e-06	-1.30915e-08	0
1143	-3.31038e-06	-1.30777e-08	0
1144	-3.3102e-06	-1.30571e-08	0
1145	-3.30999e-06	-1.30313e-08	0
1146	-3.30977e-06	-1.30073e-08	0
1147	-3.30956e-06	-1.29903e-08	0
1148	-3.30938e-06	-1.2967e-08	0
1149	-3.30918e-06	-1.29584e-08	0
1150	-3.30897e-06	-1.29422e-08	0
1151	-3.30878e-06	-1.29095e-08	0
1152	-3.3086e-06	-1.2898e-08	0
1153	-3.30839e-06	-1.28696e-08	0
1154	-3.30818e-06	-1.28465e-08	0
1155	-3.30798e-06	-1.28244e-08	0
1156	-3.3078e-06	-1.28111e-08	0
1157	-3.30759e-06	-1.27805e-08	0
1158	-3.30739e-06	-1.27518e-08	0
1159	-3.3072e-06	-1.27258e-08	0
1160	-3.30702e-06	-1.2709e-08	0
1161	-3.30682e-06	-1.26919e-08	0
1162	-3.30663e-06	-1.26555e-08	0
1163	-3.30644e-06	-1.26285e-08	0
1164	-3.30623e-06	-1.25971e-08	0
1165	-3.30603e-06	-1.25749e-08	0
1166	-3.30586e-06	-1.25549e-08	0
1167	-3.30567e-06	-1.25287e-08	0
1168	-3.3055e-06	-1.24957e-08	0
1169	-3.30532e-06	-1.24795e-08	0
1170	-3.30513e-06	-1.24536e-08	0
1171	-3.30491e-06	-1.24219e-08	0
1172	-3.30474e-06	-1.23931e-08	0
1173	-3.30456e-06	-1.23623e-08	0
1174	-3.30438e-06	-1.23392e-08	0
1175	-3.3042e-06	-1.23229e-08	0
1176	-3.30401e-06	-1.23004e-08	0
1177	-3.30383e-06	-1.22698e-08	0
1178	-3.30361e-06	-1.22237e-08	0
1179	-3.30348e-06	-1.22094e-08	0
1180	-3.30332e-06	-1.21993e-08	0
1181	-3.30311e-06	-1.21807e-08	0
1182	-3.30292e-06	-1.21549e-08	0
1183	-3.30273e-06	-1.21238e-08	0
1184	-3.30256e-06	-1.20882e-08	0
1185	-3.30239e-06	-1.20684e-08	0
1186	-3.3022e-06	-1.20632e-08	0
1187	-3.30201e-06	-1.20513e-08	0
1188	-3.30182e-06	-1.20236e-08	0
1189	-3.30164e-06	-1.19775e-08	0
1190	-3.30146e-06	-1.19584e-08	0
1191	-3.30125e-06	-1.19545e-08	0
1192	-3.30109e-06	-1.19491e-08	0
1193	-3.30091e-06	-1.19291e-08	0
1194	-3.30071e-06	-1.19078e-08	0
1195	-3.30051e-06	-1.1884e-08	0
1196	-3.30032e-06	-1.18638e-08	0
1197	-3.30013e-06	-1.18541e-08	0
1198	-3.29993e-06	-1.18473e-08	0
1199	-3.29973e-06	-1.18353e-08	0
1200	-3.2995e-06	-1.18129e-08	0
1201	-3.29935e-06	-1.18011e-08	0
1202	-3.29919e-06	-1.17905e-08	0
1203	-3.29897e-06	-1.17871e-08	0
1204	-3.29872e-06	-1.17833e-08	0
1205	-3.29851e-06	-1.17706e-08	0
1206	-3.2983e-06	-1.17546e-08	0
1207	-3.2981e-06	-1.17239e-08	0
1208	-3.2979e-06	-1.17178e-08	0
1209	-3.29768e-06	-1.17274e-08	0
1210	-3.29749e-06	-1.1741e-08	0
1211	-3.29725e-06	-1.17207e-08	0
1212	-3.29704e-06	-1.17024e-08	0
1213	-3.29682e-06	-1.16943e-08	0
1214	-3.2966e-06	-1.16836e-08	0
1215	-3.29636e-06	-1.16855e-08	0
1216	-3.29614e-06	-1.16944e-08	0
1217	-3.29591e-06	-1.16907e-08	0
1218	-3.29569e-06	-1.1678e-08	0
1219	-3.29548e-06	-1.16705e-08	0
1220	-3.29523e-06	-1.16666e-08	0
1221	-3.29497e-06	-1.16585e-08	0
1222	-3.29476e-06	-1.16657e-08	0
1223	-3.29455e-06	-1.16698e-08	0
1224	-3.29429e-06	-1.16671e-08	0
1225	-3.29405e-06	-1.16576e-08	0
1226	-3.29383e-06	-1.16552e-08	0
1227	-3.29358e-06	-1.16524e-08	0
1228	-3.29333e-06	-1.16568e-08	0
1229	-3.29306e-06	-1.16548e-08	0
1230	-3.29284e-06	-1.16497e-08	0
1231	-3.29261e-06	-1.1636e-08	0
1232	-3.29239e-06	-1.16474e-08	0
1233	-3.29212e-06	-1.16529e-08	0
1234	-3.29187e-06	-1.16506e-08	0
1235	-3.2916e-06	-1.16345e-08	0
1236	-3.29138e-06	-1.16343e-08	0
1237	-3.29112e-06	-1.16294e-08	0
1238	-3.29087e-06	-1.16264e-08	0
1239	-3.29063e-06	-1.16274e-08	0
1240	-3.29039e-06	-1.16261e-08	0
1241	-3.29015e-06	-1.16263e-08	0
1242	-3.28989e-06	-1.1619e-08	0
1243	-3.28963e-06	-1.16109e-08	0
1244	-3.28938e-06	-1.1604e-08	0
1245	-3.28915e-06	-1.16029e-08	0
1246	-3.28891e-06	-1.16036e-08	0
1247	-3.28867e-06	-1.16066e-08	0
1248	-3.28844e-06	-1.1599e-08	0
1249	-3.28819e-06	-1.15914e-08	0
1250	-3.28792e-06	-1.15852e-08	0
1251	-3.28764e-06	-1.15745e-08	0
1252	-3.28745e-06	-1.15667e-08	0
1253	-3.28723e-06	-1.15691e-08	0
1254	-3.28697e-06	-1.15562e-08	0
1255	-3.2867e-06	-1.15488e-08	0
1256	-3.28649e-06	-1.154e-08	0
1257	-3.28628e-06	-1.15374e-08	0
1258	-3.28605e-06	-1.15373e-08	0
1259	-3.28577e-06	-1.15391e-08	0
1260	-3.2855e-06	-1.153e-08	0
1261	-3.28532e-06	-1.15132e-08	0
1262	-3.28512e-06	-1.14818e-08	0
1263	-3.2849e-06	-1.14777e-08	0
1264	-3.28464e-06	-1.14968e-08	0
1265	-3.28439e-06	-1.14988e-08	0
1266	-3.28417e-06	-1.14844e-08	0
1267	-3.28393e-06	-1.14628e-08	0
1268	-3.28372e-06	-1.14435e-08	0
1269	-3.28351e-06	-1.14359e-08	0
1270	-3.28328e-06	-1.14406e-08	0
1271	-3.28306e-06	-1.14433e-08	0
1272	-3.28285e-06	-1.14438e-08	0
1273	-3.28261e-06	-1.1425e-08	0
1274	-3.2824e-06	-1.14035e-08	0
1275	-3.28219e-06	-1.13889e-08	0
1276	-3.28197e-06	-1.13909e-08	0
1277	-3.28176e-06	-1.1395e-08	0
1278	-3.28155e-06	-1.13938e-08	0
1279	-3.28132e-06	-1.13852e-08	0
1280	-3.28111e-06	-1.13704e-08	0
1281	-3.28091e-06	-1.13542e-08	0
1282	-3.2807e-06	-1.13516e-08	0
1283	-3.28048e-06	-1.13569e-08	0
1284	-3.28026e-06	-1.13556e-08	0
1285	-3.28005e-06	-1.13468e-08	0
1286	-3.27982e-06	-1.13392e-08	0
1287	-3.27962e-06	-1.13287e-08	0
1288	-3.27942e-06	-1.1322e-08	0
1289	-3.27923e-06	-1.13221e-08	0
1290	-3.27901e-06	-1.13256e-08	0
1291	-3.27879e-06	-1.13238e-08	0
1292	-3.27857e-06	-1.13167e-08	0
1293	-3.27834e-06	-1.13124e-08	0
1294	-3.27814e-06	-1.13058e-08	0
1295	-3.27795e-06	-1.12963e-08	0
1296	-3.27776e-06	-1.13015e-08	0
1297	-3.27754e-06	-1.13135e-08	0
1298	-3.27732e-06	-1.13125e-08	0
1299	-3.2771e-06	-1.12999e-08	0
1300	-3.27689e-06	-1.12954e-08	0
1301	-3.27667e-06	-1.1299e-08	0
1302	-3.27646e-06	-1.12993e-08	0
1303	-3.27625e-06	-1.13007e-08	0
1304	-3.27605e-06	-1.12972e-08	0
1305	-3.27583e-06	-1.13015e-08	0
1306	-3.27561e-06	-1.13034e-08	0
1307	-3.27539e-06	-1.13039e-08	0
1308	-3.27519e-06	-1.13016e-08	0
1309	-3.27497e-06	-1.13025e-08	0
1310	-3.27475e-06	-1.13043e-08	0
1311	-3.27454e-06	-1.13082e-08	0
1312	-3.27432e-06	-1.13104e-08	0
1313	-3.2741e-06	-1.13157e-08	0
1314	-3.27388e-06	-1.13105e-08	0
1315	-3.27367e-06	-1.13068e-08	0
1316	-3.27346e-06	-1.1311e-08	0
1317	-3.27323e-06	-1.13221e-08	0
1318	-3.27302e-06	-1.13248e-08	0
1319	-3.2728e-06	-1.13245e-08	0
1320	-3.27258e-06	-1.13224e-08	0
1321	-3.27236e-06	-1.13266e-08	0
1322	-3.27214e-06	-1.13245e-08	0
1323	-3.27192e-06	-1.13248e-08	0
1324	-3.27171e-06	-1.13265e-08	0
1325	-3.27148e-06	-1.13361e-08	0
1326	-3.27127e-06	-1.13351e-08	0
1327	-3.27105e-06	-1.13346e-08	0
1328	-3.27084e-06	-1.13327e-08	0
1329	-3.27061e-06	-1.13381e-08	0
1330	-3.27039e-06	-1.13354e-08	0
1331	-3.27018e-06	-1.13353e-08	0
1332	-3.26997e-06	-1.13343e-08	0
1333	-3.26976e-06	-1.13345e-08	0
1334	-3.26953e-06	-1.13411e-08	0
1335	-3.26931e-06	-1.13389e-08	0
1336	-3.2691e-06	-1.13352e-08	0
1337	-3.26889e-06	-1.13311e-08	0
1338	-3.26868e-06	-1.13302e-08	0
1339	-3.26846e-06	-1.1332e-08	0
1340	-3.26825e-06	-1.13296e-08	0
1341	-3.26804e-06	-1.13269e-08	0
1342	-3.26784e-06	-1.13232e-08	0
1343	-3.26763e-06	-1.1321e-08	0
1344	-3.26743e-06	-1.13184e-08	0
1345	-3.26721e-06	-1.1316e-08	0
1346	-3.26701e-06	-1.13119e-08	0
1347	-3.2668e-06	-1.13115e-08	0
1348	-3.26659e-06	-1.1304e-08	0
1349	-3.26641e-06	-1.12972e-08	0
1350	-3.26622e-06	-1.129e-08	0
1351	-3.26602e-06	-1.12829e-08	0
1352	-3.26579e-06	-1.12851e-08	0
1353	-3.26559e-06	-1.12809e-08	0
1354	-3.2654e-06	-1.12757e-08	0
1355	-3.26521e-06	-1.1266e-08	0
1356	-3.26503e-06	-1.12596e-08	0
1357	-3.26485e-06	-1.12515e-08	0
1358	-3.26466e-06	-1.12452e-08	0
1359	-3.26447e-06	-1.12351e-08	0
1360	-3.26426e-06	-1.12313e-08	0
1361	-3.26407e-06	-1.12271e-08	0
1362	-3.26388e-06	-1.12202e-08	0
1363	-3.26371e-06	-1.12088e-08	0
1364	-3.26353e-06	-1.12024e-08	0
1365	-3.26335e-06	-1.11964e-08	0
1366	-3.26317e-06	-1.11888e-08	0
1367	-3.26299e-06	-1.11758e-08	0
1368	-3.26281e-06	-1.11674e-08	0
1369	-3.26263e-06	-1.11596e-08	0
1370	-3.26245e-06	-1.11525e-08	0
1371	-3.26229e-06	-1.11407e-08	0
1372	-3.26211e-06	-1.1139e-08	0
1373	-3.26193e-06	-1.11355e-08	0
1374	-3.26176e-06	-1.11266e-08	0
1375	-3.26159e-06	-1.11132e-08	0
1376	-3.26142e-06	-1.10933e-08	0
1377	-3.26125e-06	-1.10881e-08	0
1378	-3.26108e-06	-1.10863e-08	0
1379	-3.26091e-06	-1.1083e-08	0
1380	-3.26074e-06	-1.10755e-08	0
1381	-3.26058e-06	-1.10619e-08	0
1382	-3.26041e-06	-1.10529e-08	0
1383	-3.26025e-06	-1.10451e-08	0
1384	-3.26008e-06	-1.10378e-08	0
1385	-3.25991e-06	-1.10301e-08	0
1386	-3.25975e-06	-1.10187e-08	0
1387	-3.25959e-06	-1.10132e-08	0
1388	-3.25942e-06	-1.1008e-08	0
1389	-3.25926e-06	-1.10017e-08	0
1390	-3.2591e-06	-1.09936e-08	0
1391	-3.25894e-06	-1.09818e-08	0
1392	-3.25878e-06	-1.09756e-08	0
1393	-3.25861e-06	-1.09704e-08	0
1394	-3.25845e-06	-1.09645e-08	0
1395	-3.25829e-06	-1.09572e-08	0
1396	-3.25813e-06	-1.0946e-08	0
1397	-3.25797e-06	-1.09407e-08	0
1398	-3.2578e-06	-1.09364e-08	0
1399	-3.25764e-06	-1.09313e-08	0
1400	-3.25748e-06	-1.09245e-08	0
1401	-3.25733e-06	-1.09137e-08	0
1402	-3.25718e-06	-1.0905e-08	0
1403	-3.25701e-06	-1.08996e-08	0
1404	-3.25683e-06	-1.08959e-08	0
1405	-3.25666e-06	-1.08914e-08	0
1406	-3.25652e-06	-1.08849e-08	0
1407	-3.25637e-06	-1.08846e-08	0
1408	-3.2562e-06	-1.08831e-08	0
1409	-3.25604e-06	-1.08711e-08	0
1410	-3.2559e-06	-1.08538e-08	0
1411	-3.25576e-06	-1.08444e-08	0
1412	-3.25557e-06	-1.08441e-08	0
1413	-3.2554e-06	-1.08427e-08	0
1414	-3.25524e-06	-1.08356e-08	0
1415	-3.25508e-06	-1.08392e-08	0
1416	-3.25496e-06	-1.08274e-08	0
1417	-3.25482e-06	-1.08142e-08	0
1418	-3.25465e-06	-1.08041e-08	0
1419	-3.25447e-06	-1.07961e-08	0
1420	-3.25429e-06	-1.07894e-08	0
1421	-3.25417e-06	-1.078e-08	0
1422	-3.25403e-06	-1.07791e-08	0
1423	-3.25388e-06	-1.07823e-08	0
1424	-3.2537e-06	-1.07706e-08	0
1425	-3.25356e-06	-1.0765e-08	0
1426	-3.25341e-06	-1.07664e-08	0
1427	-3.25326e-06	-1.0748e-08	0
1428	-3.25308e-06	-1.07361e-08	0
1429	-3.25296e-06	-1.07167e-08	0
