70 0
69 0
68 0
67 0
66 0
65 0
64 0
63 0
62 0
61 0
60 0
59 0
58 0
57 0
56 0
55 0
54 0
53 0
52 0
51 0
50 0
49 0
48 0
47 0
46.227 0.12238
46.204 0.52163
46.152 0.91821
46.072 1.3101
45.965 1.6952
45.83 2.0717
45.668 2.4376
45.481 2.791
45.269 3.1301
45.033 3.4531
44.775 3.7585
44.496 4.0446
44.197 4.31
43.879 4.5534
43.545 4.7734
43.196 4.9689
42.834 5.1391
42.461 5.2829
42.079 5.3996
41.689 5.4887
41.294 5.5496
40.895 5.5822
40.508 5.5824
40.108 5.5828
39.708 5.5833
39.308 5.5837
38.908 5.5841
38.508 5.5845
38.108 5.585
37.708 5.5854
37.308 5.5858
36.908 5.5863
36.508 5.5867
36.108 5.5871
35.708 5.5876
35.308 5.588
34.908 5.5884
34.508 5.5889
34.108 5.5893
33.708 5.5897
33.408 5.5899
33.01 5.6333
32.623 5.733
32.254 5.8868
31.911 6.0917
31.601 6.3435
31.33 6.6369
31.103 6.9661
30.926 7.3243
30.801 7.704
30.702 8.0915
30.597 8.4776
30.488 8.8624
30.374 9.2458
30.255 9.6277
30.131 10.008
30.003 10.387
29.87 10.764
29.732 11.14
29.589 11.513
29.41 11.969
29.302 12.354
29.249 12.75
29.254 13.149
29.316 13.544
29.433 13.926
29.604 14.288
29.824 14.621
30.09 14.919
30.396 15.177
30.553 15.294
30.877 15.529
31.201 15.764
31.524 15.999
31.848 16.234
32.172 16.469
32.495 16.704
32.819 16.939
33.142 17.175
33.466 17.41
33.79 17.645
34.113 17.88
34.437 18.115
34.76 18.35
35.084 18.585
35.408 18.82
35.731 19.055
36.055 19.291
36.243 19.426
36.554 19.678
36.845 19.952
37.117 20.246
37.366 20.558
37.593 20.888
37.795 21.233
37.973 21.591
38.124 21.961
38.248 22.341
38.345 22.729
38.414 23.123
38.454 23.521
38.466 23.921
38.45 24.321
38.404 24.718
38.331 25.111
38.229 25.498
38.101 25.876
37.945 26.245
37.763 26.601
37.557 26.944
37.326 27.27
37.073 27.58
36.798 27.87
36.503 28.14
36.19 28.389
35.859 28.614
35.514 28.815
35.154 28.991
34.784 29.141
34.403 29.264
34.015 29.359
33.62 29.426
33.222 29.465
32.823 29.475
32.423 29.457
32.026 29.41
31.633 29.335
31.247 29.232
30.869 29.102
30.501 28.945
30.145 28.762
29.804 28.554
29.486 28.332
29.162 28.097
28.838 27.862
28.515 27.627
28.191 27.392
27.868 27.157
27.544 26.921
27.22 26.686
26.897 26.451
26.573 26.216
26.25 25.981
25.926 25.746
25.602 25.511
25.279 25.276
24.955 25.041
24.632 24.805
24.308 24.57
23.984 24.335
23.742 24.159
23.395 23.96
23.023 23.814
22.634 23.721
22.236 23.685
21.837 23.707
21.445 23.784
21.068 23.918
20.714 24.103
20.39 24.337
20.082 24.592
19.771 24.843
19.456 25.09
19.139 25.333
18.818 25.572
18.494 25.808
18.168 26.038
17.838 26.265
17.506 26.488
17.171 26.706
16.758 26.97
16.444 27.217
16.169 27.507
15.938 27.833
15.756 28.189
15.626 28.567
15.552 28.96
15.535 29.359
15.574 29.757
15.67 30.145
15.729 30.332
15.853 30.712
15.976 31.093
16.1 31.473
16.223 31.853
16.347 32.234
16.471 32.614
16.594 32.995
16.718 33.375
16.841 33.755
16.965 34.136
17.089 34.516
17.212 34.897
17.336 35.277
17.459 35.658
17.583 36.038
17.707 36.418
17.83 36.799
17.903 37.02
18.006 37.406
