-54.9021	0
-54.89702442	0.704366666
-54.88335214	1.408616287
-54.86108515	2.112647371
-54.8295028	2.816322235
-54.78850651	3.519511497
-54.73893058	4.222146973
-54.68078214	4.924127401
-54.61262733	5.625206911
-54.53581714	6.325388852
-54.45046653	7.024581697
-54.35597346	7.722598105
-54.2520446	8.419272273
-54.13962044	9.114624801
-54.01871717	9.808555478
-53.88803126	10.50071025
-53.74870283	11.19117551
-53.60095725	11.87988909
-53.44431328	12.56663408
-53.27829031	13.25117244
-53.10392495	13.93363198
-52.92124234	14.61391434
-52.72907626	15.29157857
-52.52835367	15.96675652
-52.31940513	16.63943436
-52.10186986	17.30938562
-51.8750922	17.97626537
-51.64019241	18.64032589
-51.39720436	19.30147149
-51.14510343	19.95919589
-50.88460608	20.61363925
-50.61614038	21.26485425
-50.33946303	21.91262448
-50.05376026	22.55646528
-49.7602212	23.19676921
-49.45888815	23.83344399
-49.14887963	24.46593962
-48.83070917	25.09436839
-48.50489229	25.71886661
-48.17129766	26.33924689
-47.82897476	26.95485426
-47.47916467	27.56623567
-47.12191779	28.17330302
-46.75649457	28.77548381
-46.38321794	29.37282787
-46.00267855	29.96557093
-45.61484912	30.55357256
-45.2186679	31.13597982
-44.815409	31.71350614
-44.40513057	32.2860683
-43.98723113	32.85309195
-43.56185987	33.41453197
-43.12966815	33.97073766
-42.69071824	34.52162886
-42.24387927	35.06614062
-41.79042503	35.60515242
-41.33042515	36.13859003
-40.86340995	36.66589693
-40.38937591	37.18690324
-39.90901874	37.70208416
-39.42240769	38.21136544
-38.92858631	38.71365815
-38.42859514	39.20980671
-37.92258508	39.69981607
-37.41020953	40.18316599
-36.89133713	40.65953513
-36.36669002	41.12953484
-35.83634379	41.5930974
-35.29951102	42.04913204
-34.7570168	42.49841447
-34.20907902	42.94104223
-33.65546327	43.37654841
-33.09593871	43.80443704
-32.53123445	44.22546364
-31.96143187	44.63956753
-31.38590457	45.04567702
-30.80528409	45.44446854
-30.21983933	45.83614365
-29.62943513	46.22030402
-29.03377259	46.59625995
-28.43356718	46.96491663
-27.82890538	47.32622093
-27.21931158	47.67913967
-26.60524921	48.02422285
-25.98702079	48.36178532
-25.36457576	48.6915107
-24.73758096	49.01250073
-24.1067168	49.3258132
-23.47207417	49.63140296
-22.8333158	49.92829307
-22.19076574	50.21688378
-21.54474149	50.49761021
-20.89526085	50.77024914
-20.24199232	51.03368349
-19.58555916	51.28912397
-18.92605596	51.53653377
-18.26326947	51.77500788
-17.59741575	52.00477778
-16.92880774	52.2264033
-16.25751414	52.43976336
-15.58324238	52.64351663
-14.90653626	52.83902424
-14.22749332	53.02625802
-13.54600838	53.20439852
-12.86222304	53.37349381
-12.17642555	53.53423039
-11.48871473	53.68658507
-10.79888198	53.82902408
-10.10736252	53.96302147
-9.414258298	54.0885687
-8.719554934	54.20494309
-8.023354685	54.3119995
-7.325900664	54.41055034
-6.627293383	54.50058137
-5.927474462	54.58064995
-5.226720768	54.65205604
-4.525147185	54.71490382
-3.822811707	54.76857631
-3.119813429	54.81273009
-2.416329882	54.84830008
-1.712462446	54.87528116
-1.008284813	54.89233552
-0.303950507	54.90057419
0.400432205	54.90021551
1.104752113	54.89075448
1.808876692	54.87164936
2.512714122	54.84395155
3.216162969	54.80766503
3.919036814	54.7615681
4.621269224	54.70657286
5.322778166	54.64301063
6.023418859	54.57049214
6.722988923	54.48828222
7.421501736	54.39754006
8.118856631	54.29827874
8.814774676	54.18940125
9.509239639	54.07161579
10.2022151	53.94536285
10.89354252	53.81036999
11.58291399	53.66571849
12.27046664	53.51266409
12.95610139	53.35122884
13.63946756	53.18044634
14.32056219	53.00082091
14.99941331	52.81289588
15.67586827	52.61651412
16.34947936	52.41058803
17.02052474	52.19645622
17.68890771	51.97414953
18.35422686	51.74283535
19.01645613	51.50281913
19.675706	51.25473818
20.33184892	50.99854663
20.98426496	50.73300731
21.63338913	50.45952567
22.27912788	50.17814112
22.92105	49.88815534
23.5590711	49.58968475
24.19340094	49.28344939
24.82394811	48.96949339
25.44991291	48.64649783
26.07187878	48.31587278
26.68976356	47.9776806
27.30312675	47.63135508
27.91179217	47.27683811
28.51608428	46.91491903
29.115916	46.54565001
29.71042853	46.16787718
30.30021814	45.78277616
30.88526392	45.39050487
31.46513595	44.99062452
32.03953501	44.58292135
32.60891402	44.1682385
33.17319092	43.74663572
33.73147059	43.31712346
34.28432555	42.88065343
34.83181224	42.43746787
35.37353018	41.98724822
35.90902866	41.52964815
36.43890086	41.06554715
36.96307044	40.5950121
37.48062798	40.1172143
37.9920879	39.63289665
38.49759845	39.14237241
38.99680617	38.64543379
39.48908368	38.14162866
39.97517412	37.63185383
40.45500745	37.1161828
40.92768106	36.59394159
41.39361952	36.06568373
41.85307552	35.53177834
42.30575871	34.99211676
42.75084357	34.44617119
43.18923052	33.89483537
43.62085637	33.33818875
44.04484518	32.77570367
44.46150299	32.20776753
44.87119762	31.6347885
45.27371608	31.0567435
45.66801736	30.4730621
46.05516393	29.88461341
46.43510002	29.29148221
46.80699462	28.69327637
47.17101022	28.090244
47.52763809	27.48281408
47.87675501	26.87103385
48.21709147	26.2543257
48.54987421	25.63351168
48.87505527	25.00868126
49.19186516	24.37956502
49.50030168	23.7463016
49.80098557	23.10932151
50.09387349	22.46871653
